qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned
73_R	NZ_CP027678.1	1	202	215170	215371	1.11e-98	365	100.000	100	284485	202	1.0
73_R	NZ_CP027679.1	1	202	62	263	1.11e-98	365	100.000	100	177190	202	1.0
73_R	MG764551.1	1	202	66460	66661	1.11e-98	365	100.000	100	271255	202	1.0
73_R	MG764551.1	1	202	133285	133486	1.11e-98	365	100.000	100	271255	202	1.0
73_R	NZ_CP024039.1	1	202	54848	55049	1.11e-98	365	100.000	100	125285	202	1.0
73_R	NZ_CP024040.1	1	177	46896	47072	4.16e-85	320	100.000	100	122082	202	0.8762376237623762
73_R	NZ_CP029113.1	1	202	69531	69732	1.11e-98	365	100.000	100	114412	202	1.0
73_R	NZ_CP029118.1	1	202	88856	89057	1.11e-98	365	100.000	100	187909	202	1.0
73_R	NZ_CP029118.1	1	202	102139	102340	1.11e-98	365	100.000	100	187909	202	1.0
73_R	NZ_CP029142.1	1	202	55866	56067	1.11e-98	365	100.000	100	340462	202	1.0
73_R	NZ_CP029123.1	1	202	18377	18578	4.74e-97	361	99.505	100	97471	202	1.0
73_R	NZ_CP029107.1	1	202	27616	27817	1.11e-98	365	100.000	100	93435	202	1.0
73_R	NZ_CP029107.1	1	202	35500	35701	1.11e-98	365	100.000	100	93435	202	1.0
73_R	NZ_CP028995.1	1	202	62881	63082	1.11e-98	365	100.000	100	152176	202	1.0
73_R	NZ_CP028996.1	1	202	2060	2261	1.11e-98	365	100.000	100	176325	202	1.0
73_R	NZ_CP029000.1	1	202	1365	1566	1.11e-98	365	100.000	100	125913	202	1.0
73_R	NZ_CP029000.1	1	202	109532	109733	1.11e-98	365	100.000	100	125913	202	1.0
73_R	NZ_CP029000.1	1	202	125155	125356	1.11e-98	365	100.000	100	125913	202	1.0
73_R	NZ_CP029101.1	1	202	103947	104148	1.11e-98	365	100.000	100	208035	202	1.0
73_R	NZ_CP029101.1	24	202	102110	102288	3.41e-86	324	100.000	100	208035	202	0.8861386138613861
73_R	NZ_CP029102.1	1	202	51155	51356	1.11e-98	365	100.000	100	135655	202	1.0
73_R	NZ_CP029102.1	1	202	105997	106198	1.11e-98	365	100.000	100	135655	202	1.0
73_R	NZ_CP029135.1	1	202	14867	15068	1.11e-98	365	100.000	100	70613	202	1.0
73_R	NZ_CP029135.1	1	202	31245	31446	1.11e-98	365	100.000	100	70613	202	1.0
73_R	NZ_CP029136.1	1	202	52538	52739	1.11e-98	365	100.000	100	190416	202	1.0
73_R	NZ_CP028991.1	1	202	38147	38348	1.11e-98	365	100.000	100	85698	202	1.0
73_R	NZ_CP028991.1	1	202	49309	49510	1.11e-98	365	100.000	100	85698	202	1.0
73_R	NZ_CP028991.1	1	202	52615	52816	1.11e-98	365	100.000	100	85698	202	1.0
73_R	NZ_CP028991.1	1	202	62712	62913	1.11e-98	365	100.000	100	85698	202	1.0
73_R	NZ_CP028993.1	1	202	23036	23237	1.11e-98	365	100.000	100	49476	202	1.0
73_R	NZ_CP028993.1	1	202	42586	42787	1.11e-98	365	100.000	100	49476	202	1.0
73_R	NZ_CP026496.1	1	202	27378	27579	1.11e-98	365	100.000	100	58110	202	1.0
73_R	NZ_CP026496.1	1	202	33608	33809	1.11e-98	365	100.000	100	58110	202	1.0
73_R	NZ_CP026497.1	1	202	13334	13535	1.11e-98	365	100.000	100	55141	202	1.0
73_R	MH056209.1	1	202	36509	36710	1.11e-98	365	100.000	100	108256	202	1.0
73_R	MH056209.1	1	202	41210	41411	1.11e-98	365	100.000	100	108256	202	1.0
73_R	NZ_CP029181.1	1	202	64184	64385	1.11e-98	365	100.000	100	145524	202	1.0
73_R	NZ_CP029181.1	3	202	141690	141889	1.36e-97	361	100.000	100	145524	202	0.9900990099009901
73_R	NZ_CP029182.1	1	202	11331	11532	1.11e-98	365	100.000	100	31250	202	1.0
73_R	NZ_CP029182.1	1	202	12159	12360	1.11e-98	365	100.000	100	31250	202	1.0
73_R	NZ_CP029182.1	1	202	12987	13188	1.11e-98	365	100.000	100	31250	202	1.0
73_R	NZ_CP029182.1	1	202	18246	18447	4.74e-97	361	99.505	100	31250	202	1.0
73_R	NZ_CP029243.1	1	202	144766	144967	1.11e-98	365	100.000	100	146268	202	1.0
73_R	NZ_CP029244.1	1	202	100751	100952	1.11e-98	365	100.000	100	139629	202	1.0
73_R	NZ_CP029245.1	1	202	10983	11184	1.11e-98	365	100.000	100	46161	202	1.0
73_R	NZ_CP018299.1	1	202	279156	279357	1.11e-98	365	100.000	100	319190	202	1.0
73_R	NZ_CP029381.1	1	202	11102	11303	1.11e-98	365	100.000	100	146790	202	1.0
73_R	NZ_CP029381.1	1	202	68273	68474	1.11e-98	365	100.000	100	146790	202	1.0
73_R	NZ_CP029381.1	1	202	79465	79666	1.11e-98	365	100.000	100	146790	202	1.0
73_R	NZ_CP029382.1	1	202	862	1063	1.11e-98	365	100.000	100	85185	202	1.0
73_R	NZ_CP029382.1	1	202	83828	84029	1.11e-98	365	100.000	100	85185	202	1.0
73_R	NZ_CP029439.1	1	202	24345	24546	1.11e-98	365	100.000	100	55890	202	1.0
73_R	NZ_CP029441.1	1	202	20650	20851	1.11e-98	365	100.000	100	172839	202	1.0
73_R	NZ_CP029441.1	1	202	98918	99119	1.11e-98	365	100.000	100	172839	202	1.0
73_R	NZ_CP029442.1	1	202	30078	30279	1.11e-98	365	100.000	100	412382	202	1.0
73_R	NZ_CP029434.1	1	202	21188	21389	1.11e-98	365	100.000	100	61215	202	1.0
73_R	NZ_CP029435.1	1	202	135912	136113	1.11e-98	365	100.000	100	155523	202	1.0
73_R	NZ_CP029436.1	1	202	350606	350807	1.11e-98	365	100.000	100	447095	202	1.0
73_R	NZ_CP029436.1	1	202	354561	354762	1.11e-98	365	100.000	100	447095	202	1.0
73_R	NZ_CP029436.1	1	202	364123	364324	1.11e-98	365	100.000	100	447095	202	1.0
73_R	NZ_CP029430.1	1	202	143050	143251	1.11e-98	365	100.000	100	177029	202	1.0
73_R	NZ_CP029431.1	1	202	36136	36337	1.11e-98	365	100.000	100	435125	202	1.0
73_R	NZ_CP029431.1	1	202	36931	37132	1.11e-98	365	100.000	100	435125	202	1.0
73_R	NZ_CP029431.1	1	202	89378	89579	1.11e-98	365	100.000	100	435125	202	1.0
73_R	NZ_CP029249.1	1	202	75019	75220	1.11e-98	365	100.000	100	152940	202	1.0
73_R	NZ_CP029249.1	1	202	128535	128736	1.11e-98	365	100.000	100	152940	202	1.0
73_R	NZ_CP029249.1	1	202	136788	136989	1.11e-98	365	100.000	100	152940	202	1.0
73_R	NZ_CP029386.1	1	202	21267	21468	1.11e-98	365	100.000	100	52989	202	1.0
73_R	NZ_CP029598.1	1	202	131289	131490	1.11e-98	365	100.000	100	151998	202	1.0
73_R	NZ_CP029586.1	1	202	16668	16869	1.11e-98	365	100.000	100	96190	202	1.0
73_R	NZ_CP029577.1	1	202	32078	32279	1.11e-98	365	100.000	100	139191	202	1.0
73_R	NZ_CP029577.1	1	202	40748	40949	1.11e-98	365	100.000	100	139191	202	1.0
73_R	NZ_CP029577.1	1	202	48225	48426	1.11e-98	365	100.000	100	139191	202	1.0
73_R	NZ_CP029577.1	1	202	59011	59212	1.11e-98	365	100.000	100	139191	202	1.0
73_R	NZ_CP029578.1	1	202	24962	25163	1.11e-98	365	100.000	100	70197	202	1.0
73_R	NZ_CP029591.1	1	202	50742	50943	1.11e-98	365	100.000	100	219996	202	1.0
73_R	NZ_CP029591.1	1	202	73100	73301	4.74e-97	361	99.505	100	219996	202	1.0
73_R	NZ_CP029591.1	1	202	85399	85600	4.74e-97	361	99.505	100	219996	202	1.0
73_R	NZ_CP029575.1	1	202	15821	16022	1.11e-98	365	100.000	100	156518	202	1.0
73_R	NZ_CP029575.1	1	202	52033	52234	1.11e-98	365	100.000	100	156518	202	1.0
73_R	NZ_CP029575.1	1	202	63655	63856	1.11e-98	365	100.000	100	156518	202	1.0
73_R	NZ_CP029575.1	1	202	76571	76772	1.11e-98	365	100.000	100	156518	202	1.0
73_R	NZ_CP029575.1	1	202	142871	143072	1.11e-98	365	100.000	100	156518	202	1.0
73_R	NZ_CP029580.1	1	202	14055	14256	1.11e-98	365	100.000	100	178078	202	1.0
73_R	NZ_CP029580.1	1	202	97873	98074	1.11e-98	365	100.000	100	178078	202	1.0
73_R	NZ_CP029580.1	1	202	101165	101366	1.11e-98	365	100.000	100	178078	202	1.0
73_R	NZ_CP029580.1	1	202	162732	162933	1.11e-98	365	100.000	100	178078	202	1.0
73_R	NZ_CP029580.1	1	202	169247	169448	1.11e-98	365	100.000	100	178078	202	1.0
73_R	NZ_CP029588.1	1	202	78529	78730	1.11e-98	365	100.000	100	216772	202	1.0
73_R	NZ_CP029588.1	24	202	71220	71398	3.41e-86	324	100.000	100	216772	202	0.8861386138613861
73_R	CP021463.1	1	202	308924	309125	1.11e-98	365	100.000	100	352906	202	1.0
73_R	CP021463.1	1	202	317259	317460	1.11e-98	365	100.000	100	352906	202	1.0
73_R	CP021464.1	1	202	47955	48156	1.11e-98	365	100.000	100	115864	202	1.0
73_R	CP021464.1	1	202	69178	69379	1.11e-98	365	100.000	100	115864	202	1.0
73_R	NZ_CP021166.1	1	202	6063	6264	1.11e-98	365	100.000	100	177145	202	1.0
73_R	NZ_CP021166.1	1	202	13610	13811	1.11e-98	365	100.000	100	177145	202	1.0
73_R	NZ_CP021166.1	1	202	37459	37660	1.11e-98	365	100.000	100	177145	202	1.0
73_R	NZ_CP021166.1	1	202	166919	167120	1.11e-98	365	100.000	100	177145	202	1.0
73_R	NZ_CP021168.1	1	202	35558	35759	1.11e-98	365	100.000	100	79064	202	1.0
73_R	NZ_CP021168.1	1	202	51804	52005	1.11e-98	365	100.000	100	79064	202	1.0
73_R	NZ_CP021163.1	1	202	13267	13468	1.11e-98	365	100.000	100	68573	202	1.0
73_R	NZ_CP028484.1	1	202	10153	10354	1.11e-98	365	100.000	100	128911	202	1.0
73_R	NZ_CP028484.1	1	202	17630	17831	1.11e-98	365	100.000	100	128911	202	1.0
73_R	NZ_CP028484.1	1	202	28416	28617	1.11e-98	365	100.000	100	128911	202	1.0
73_R	NZ_CP023250.1	1	202	33883	34084	1.11e-98	365	100.000	100	65276	202	1.0
73_R	NZ_CP023250.1	1	202	50839	51040	1.11e-98	365	100.000	100	65276	202	1.0
73_R	NZ_CP023250.1	1	202	61515	61716	1.11e-98	365	100.000	100	65276	202	1.0
73_R	NZ_CP023250.1	1	65	38067	38131	2.63e-24	118	100.000	100	65276	202	0.3217821782178218
73_R	CP029717.1	1	202	22141	22342	1.11e-98	365	100.000	100	315949	202	1.0
73_R	CP029717.1	1	202	32818	33019	1.11e-98	365	100.000	100	315949	202	1.0
73_R	CP029717.1	1	202	296467	296668	1.11e-98	365	100.000	100	315949	202	1.0
73_R	NZ_CP023724.1	1	202	74802	75003	1.11e-98	365	100.000	100	159072	202	1.0
73_R	NZ_CP023725.1	1	202	14066	14267	1.11e-98	365	100.000	100	103454	202	1.0
73_R	NZ_CP023725.1	1	202	14441	14642	1.11e-98	365	100.000	100	103454	202	1.0
73_R	NZ_CP023725.1	1	202	62691	62892	1.11e-98	365	100.000	100	103454	202	1.0
73_R	NZ_CP023725.1	1	202	73628	73829	1.11e-98	365	100.000	100	103454	202	1.0
73_R	NZ_CP023725.1	1	202	82892	83093	1.11e-98	365	100.000	100	103454	202	1.0
73_R	NZ_CP029730.1	1	202	113849	114050	1.11e-98	365	100.000	100	136246	202	1.0
73_R	NZ_CP029734.1	1	202	24505	24706	1.11e-98	365	100.000	100	76953	202	1.0
73_R	NZ_CP029734.1	1	202	38882	39083	1.11e-98	365	100.000	100	76953	202	1.0
73_R	NZ_CP029740.1	1	202	69599	69800	1.11e-98	365	100.000	100	103250	202	1.0
73_R	NZ_CP029740.1	1	202	81004	81205	1.11e-98	365	100.000	100	103250	202	1.0
73_R	NZ_CP029723.1	1	202	173	374	1.11e-98	365	100.000	100	183663	202	1.0
73_R	NZ_CP029723.1	1	202	3479	3680	1.11e-98	365	100.000	100	183663	202	1.0
73_R	NZ_CP029723.1	1	202	4424	4625	1.11e-98	365	100.000	100	183663	202	1.0
73_R	NZ_CP029723.1	1	202	10220	10421	1.11e-98	365	100.000	100	183663	202	1.0
73_R	NZ_CP029723.1	1	202	65293	65494	1.11e-98	365	100.000	100	183663	202	1.0
73_R	NZ_CP029723.1	1	202	84843	85044	1.11e-98	365	100.000	100	183663	202	1.0
73_R	NZ_CP029723.1	1	202	172682	172883	1.11e-98	365	100.000	100	183663	202	1.0
73_R	NZ_CP029724.1	1	202	108355	108556	1.11e-98	365	100.000	100	178561	202	1.0
73_R	NZ_CP029748.1	1	202	16581	16782	1.11e-98	365	100.000	100	276880	202	1.0
73_R	NZ_CP029748.1	1	202	27161	27362	1.11e-98	365	100.000	100	276880	202	1.0
73_R	NZ_CP029748.1	1	202	121846	122047	1.11e-98	365	100.000	100	276880	202	1.0
73_R	NZ_CP029748.1	1	202	126982	127183	1.11e-98	365	100.000	100	276880	202	1.0
73_R	NZ_CP029748.1	1	202	147018	147219	1.11e-98	365	100.000	100	276880	202	1.0
73_R	NZ_CP029748.1	1	202	169417	169618	1.11e-98	365	100.000	100	276880	202	1.0
73_R	NZ_CP029748.1	1	202	172545	172746	1.11e-98	365	100.000	100	276880	202	1.0
73_R	NZ_CP029743.1	1	202	13098	13299	1.11e-98	365	100.000	100	104555	202	1.0
73_R	NZ_CP029743.1	1	202	69250	69451	1.11e-98	365	100.000	100	104555	202	1.0
73_R	NZ_CP029744.1	1	202	81575	81776	1.11e-98	365	100.000	100	117192	202	1.0
73_R	NZ_CP029802.1	1	202	20069	20270	1.11e-98	365	100.000	100	90137	202	1.0
73_R	NZ_CP029802.1	1	202	68603	68804	1.11e-98	365	100.000	100	90137	202	1.0
73_R	NZ_CP025965.2	1	202	24163	24364	1.11e-98	365	100.000	100	59730	202	1.0
73_R	NZ_CP025966.2	1	202	23873	24074	1.11e-98	365	100.000	100	130691	202	1.0
73_R	NZ_CP025966.2	1	202	33512	33713	1.11e-98	365	100.000	100	130691	202	1.0
73_R	NZ_CP029493.1	1	202	23670	23871	1.11e-98	365	100.000	100	179444	202	1.0
73_R	NZ_CP029493.1	1	202	42565	42766	1.11e-98	365	100.000	100	179444	202	1.0
73_R	NZ_CP029493.1	1	202	48935	49136	1.11e-98	365	100.000	100	179444	202	1.0
73_R	NZ_CP029493.1	1	202	50795	50996	1.11e-98	365	100.000	100	179444	202	1.0
73_R	NZ_CP029493.1	1	202	120826	121027	1.11e-98	365	100.000	100	179444	202	1.0
73_R	NZ_CP029493.1	1	202	125938	126139	1.11e-98	365	100.000	100	179444	202	1.0
73_R	NZ_CP028541.2	1	202	11102	11303	1.11e-98	365	100.000	100	177516	202	1.0
73_R	NZ_CP028541.2	1	202	13197	13398	1.11e-98	365	100.000	100	177516	202	1.0
73_R	NZ_CP028541.2	1	202	163044	163245	1.11e-98	365	100.000	100	177516	202	1.0
73_R	NZ_CP028541.2	1	202	165252	165453	1.11e-98	365	100.000	100	177516	202	1.0
73_R	NZ_CP029974.1	1	202	28095	28296	1.11e-98	365	100.000	100	71718	202	1.0
73_R	NZ_CP029978.1	1	202	62299	62500	1.11e-98	365	100.000	100	99465	202	1.0
73_R	NZ_CP029978.1	1	202	72793	72994	1.11e-98	365	100.000	100	99465	202	1.0
73_R	NZ_CP029978.1	1	202	76213	76414	1.11e-98	365	100.000	100	99465	202	1.0
73_R	NZ_CP030345.1	1	202	72373	72574	1.11e-98	365	100.000	100	152715	202	1.0
73_R	NZ_CP030345.1	1	202	96926	97127	1.11e-98	365	100.000	100	152715	202	1.0
73_R	NZ_CP030345.1	1	202	99403	99604	1.11e-98	365	100.000	100	152715	202	1.0
73_R	NZ_CP030329.1	1	202	13857	14058	1.11e-98	365	100.000	100	128762	202	1.0
73_R	NZ_CP029368.1	1	202	12995	13196	1.11e-98	365	100.000	100	122194	202	1.0
73_R	NZ_CP029368.1	1	202	44671	44872	1.11e-98	365	100.000	100	122194	202	1.0
73_R	NZ_CP030335.1	1	202	798	999	1.11e-98	365	100.000	100	75281	202	1.0
73_R	NZ_CP030342.1	1	202	57836	58037	1.11e-98	365	100.000	100	113639	202	1.0
73_R	NZ_CP030343.1	1	202	28020	28221	4.74e-97	361	99.505	100	207546	202	1.0
73_R	NZ_CP022612.1	1	202	132943	133144	1.11e-98	365	100.000	100	334957	202	1.0
73_R	NZ_CP022612.1	1	202	148320	148521	1.11e-98	365	100.000	100	334957	202	1.0
73_R	NZ_CP022612.1	1	202	197051	197252	1.11e-98	365	100.000	100	334957	202	1.0
73_R	NZ_CP022612.1	1	202	220497	220698	1.11e-98	365	100.000	100	334957	202	1.0
73_R	NZ_CP022612.1	1	202	226432	226633	1.11e-98	365	100.000	100	334957	202	1.0
73_R	NZ_CP022612.1	1	202	327719	327920	1.11e-98	365	100.000	100	334957	202	1.0
73_R	NZ_CP030077.1	1	202	29817	30018	1.11e-98	365	100.000	100	170955	202	1.0
73_R	NZ_CP030077.1	1	202	30195	30396	1.11e-98	365	100.000	100	170955	202	1.0
73_R	NZ_CP030077.1	1	202	30573	30774	1.11e-98	365	100.000	100	170955	202	1.0
73_R	NZ_CP030079.1	1	202	3435	3636	1.11e-98	365	100.000	100	91816	202	1.0
73_R	NZ_CP030079.1	1	202	6752	6953	1.11e-98	365	100.000	100	91816	202	1.0
73_R	NZ_CP030080.1	1	202	267707	267908	1.11e-98	365	100.000	100	286652	202	1.0
73_R	NZ_LT838201.1	1	202	20914	21115	1.11e-98	365	100.000	100	33304	202	1.0
73_R	NZ_CP030109.1	1	202	69593	69794	1.11e-98	365	100.000	100	84678	202	1.0
73_R	NZ_CP030770.1	1	202	3413	3614	1.11e-98	365	100.000	100	149680	202	1.0
73_R	NZ_CP030770.1	1	202	6322	6523	1.11e-98	365	100.000	100	149680	202	1.0
73_R	NZ_CP030770.1	1	202	133531	133732	1.11e-98	365	100.000	100	149680	202	1.0
73_R	NZ_CP026576.2	1	202	9481	9682	1.11e-98	365	100.000	100	70688	202	1.0
73_R	NZ_CP026577.2	1	202	32277	32478	1.11e-98	365	100.000	100	46161	202	1.0
73_R	NZ_CP026578.2	1	202	46274	46475	1.11e-98	365	100.000	100	121908	202	1.0
73_R	NZ_CP026578.2	1	202	68057	68258	1.11e-98	365	100.000	100	121908	202	1.0
73_R	NZ_CP026578.2	1	202	70695	70896	1.11e-98	365	100.000	100	121908	202	1.0
73_R	NZ_CP030224.1	1	202	9697	9898	1.11e-98	365	100.000	100	247246	202	1.0
73_R	NZ_CP030224.1	1	202	12219	12420	1.11e-98	365	100.000	100	247246	202	1.0
73_R	NZ_CP030224.1	1	202	48036	48237	1.11e-98	365	100.000	100	247246	202	1.0
73_R	NZ_CP030186.1	1	202	23508	23709	1.11e-98	365	100.000	100	298919	202	1.0
73_R	NZ_CP030186.1	1	202	170936	171137	1.11e-98	365	100.000	100	298919	202	1.0
73_R	NZ_CP030186.1	1	202	182889	183090	1.11e-98	365	100.000	100	298919	202	1.0
73_R	NZ_CP030186.1	1	202	187235	187436	1.11e-98	365	100.000	100	298919	202	1.0
73_R	NZ_CP030186.1	1	202	202408	202609	1.11e-98	365	100.000	100	298919	202	1.0
73_R	NZ_CP030186.1	1	202	204621	204822	1.11e-98	365	100.000	100	298919	202	1.0
73_R	NZ_CP030186.1	1	202	233222	233423	1.11e-98	365	100.000	100	298919	202	1.0
73_R	NZ_CP030182.1	1	202	58364	58565	1.11e-98	365	100.000	100	224430	202	1.0
73_R	NZ_CP030182.1	1	202	60239	60440	1.11e-98	365	100.000	100	224430	202	1.0
73_R	NZ_CP030182.1	1	202	133570	133771	1.11e-98	365	100.000	100	224430	202	1.0
73_R	NZ_CP030182.1	1	202	134419	134620	1.11e-98	365	100.000	100	224430	202	1.0
73_R	NZ_CP030182.1	1	202	142271	142472	1.11e-98	365	100.000	100	224430	202	1.0
73_R	NZ_CP030940.1	1	202	201801	202002	1.11e-98	365	100.000	100	257394	202	1.0
73_R	NZ_CP031102.1	1	202	203429	203630	1.11e-98	365	100.000	100	221681	202	1.0
73_R	NZ_CP031106.1	1	202	89892	90093	1.11e-98	365	100.000	100	131411	202	1.0
73_R	NZ_CP031109.1	1	202	18406	18607	1.11e-98	365	100.000	100	46827	202	1.0
73_R	NZ_CP031109.1	1	202	21723	21924	1.11e-98	365	100.000	100	46827	202	1.0
73_R	NZ_CP030112.1	1	202	40587	40788	1.11e-98	365	100.000	100	88421	202	1.0
73_R	NZ_CP030112.1	1	202	48635	48836	1.11e-98	365	100.000	100	88421	202	1.0
73_R	NZ_CP031135.1	1	84	171036	171118	3.42e-29	135	96.429	100	310064	202	0.4158415841584158
73_R	NZ_CP031137.1	1	202	32729	32930	1.11e-98	365	100.000	100	77958	202	1.0
73_R	NZ_CP031137.1	1	202	41864	42065	1.11e-98	365	100.000	100	77958	202	1.0
73_R	NZ_CP031137.1	1	202	27351	27552	4.74e-97	361	99.505	100	77958	202	1.0
73_R	NZ_CP031138.1	1	202	30577	30778	1.11e-98	365	100.000	100	46157	202	1.0
73_R	NZ_CP031216.1	1	202	47423	47624	1.11e-98	365	100.000	100	98533	202	1.0
73_R	NZ_CP023733.1	1	202	11109	11310	1.11e-98	365	100.000	100	70107	202	1.0
73_R	NZ_CP018220.1	1	202	69	270	1.11e-98	365	100.000	100	197365	202	1.0
73_R	NZ_CP018220.1	1	202	2326	2527	1.11e-98	365	100.000	100	197365	202	1.0
73_R	NZ_CP018220.1	1	202	30886	31087	1.11e-98	365	100.000	100	197365	202	1.0
73_R	NZ_CP018220.1	1	202	34806	35007	1.11e-98	365	100.000	100	197365	202	1.0
73_R	NZ_CP018220.1	1	202	72604	72805	1.11e-98	365	100.000	100	197365	202	1.0
73_R	NZ_CP018220.1	1	202	132446	132647	1.11e-98	365	100.000	100	197365	202	1.0
73_R	NZ_CP018220.1	1	202	152803	153004	1.11e-98	365	100.000	100	197365	202	1.0
73_R	NZ_CP018220.1	1	202	183719	183920	1.11e-98	365	100.000	100	197365	202	1.0
73_R	NZ_CP018220.1	1	202	173631	173832	4.74e-97	361	99.505	100	197365	202	1.0
73_R	NZ_CP031322.1	1	202	21461	21662	1.11e-98	365	100.000	100	75645	202	1.0
73_R	CP027695.1	1	202	73122	73323	1.11e-98	365	100.000	100	177464	202	1.0
73_R	CP027696.1	1	202	35258	35459	4.74e-97	361	99.505	100	207465	202	1.0
73_R	CP027699.1	1	202	50022	50223	1.11e-98	365	100.000	100	71749	202	1.0
73_R	CP027699.1	1	202	52966	53167	1.11e-98	365	100.000	100	71749	202	1.0
73_R	NZ_CP026131.1	1	202	25355	25556	1.11e-98	365	100.000	100	164510	202	1.0
73_R	NZ_CP026131.1	1	202	84777	84978	1.11e-98	365	100.000	100	164510	202	1.0
73_R	NZ_CP026131.1	1	202	137134	137335	1.11e-98	365	100.000	100	164510	202	1.0
73_R	NZ_CP026131.1	1	202	143565	143766	1.11e-98	365	100.000	100	164510	202	1.0
73_R	NZ_CP026131.1	1	202	148409	148610	1.11e-98	365	100.000	100	164510	202	1.0
73_R	NZ_CP026131.1	1	202	158172	158373	1.11e-98	365	100.000	100	164510	202	1.0
73_R	CP031284.1	1	202	13695	13896	1.11e-98	365	100.000	100	279537	202	1.0
73_R	CP031284.1	1	202	208857	209058	1.11e-98	365	100.000	100	279537	202	1.0
74_R	NZ_CP020505.1	1	197	35759	35955	2.38e-94	352	99.492	100	47999	197	1.0
74_R	OW969824.1	1	197	158608	158804	2.38e-94	352	99.492	100	232048	197	1.0
74_R	OW969824.1	1	197	165776	165972	2.38e-94	352	99.492	100	232048	197	1.0
74_R	NZ_CP060739.1	1	197	681	877	2.38e-94	352	99.492	100	27019	197	1.0
74_R	NZ_AP023451.1	1	197	2419	2615	2.38e-94	352	99.492	100	22328	197	1.0
74_R	NZ_CP056437.1	1	197	4669	4865	2.38e-94	352	99.492	100	48726	197	1.0
74_R	NZ_CP056131.1	1	197	36938	37134	2.38e-94	352	99.492	100	78977	197	1.0
74_R	CP138909.1	1	197	19761	19957	5.25e-90	337	98.485	100	36411	197	1.0
74_R	CP137936.1	1	197	188357	188553	7.79e-88	329	96.954	100	365120	197	1.0
74_R	NZ_OL790696.1	1	197	1764082	1764278	3.31e-86	324	96.447	100	4795340	197	1.0
75_R	CP125156.1	1	197	4743881	4744077	2.38e-94	352	99.492	100	5369247	197	1.0
75_R	NZ_OL790696.1	1	197	4481498	4481694	2.38e-94	352	99.492	100	4795340	197	1.0
75_R	NZ_CP141089.1	1	197	1840988	1841184	2.38e-94	352	99.492	100	4938057	197	1.0
75_R	NZ_CP129771.1	1	197	657310	657506	2.38e-94	352	99.492	100	691891	197	1.0
75_R	NZ_CP134663.1	1	197	4250266	4250462	2.38e-94	352	99.492	100	4902913	197	1.0
75_R	LR134124.1	1	197	446537	446733	2.90e-93	347	98.985	100	791406	197	1.0
75_R	NZ_AP026896.1	1	197	4569210	4569406	2.38e-75	288	92.386	100	4944632	197	1.0
75_R	NZ_AP026896.1	1	197	4588415	4588611	2.38e-75	288	92.386	100	4944632	197	1.0
75_R	NC_021742.1	1	197	33716	33912	1.23e-72	279	91.371	100	44107	197	1.0
76_R	CP125156.1	1	191	3878163	3878353	9.76e-93	345	100.000	100	5369247	191	1.0
76_R	CP125156.1	1	191	4715675	4715865	5.06e-90	336	98.953	100	5369247	191	1.0
76_R	NZ_CP129771.1	1	191	629100	629290	9.76e-93	345	100.000	100	691891	191	1.0
76_R	CP061244.1	1	188	1351558	1351748	2.01e-82	312	96.859	98	1412998	191	0.9842931937172775
76_R	NZ_CP141089.1	1	188	1113316	1113515	4.15e-72	278	90.500	98	4938057	191	0.9842931937172775
76_R	NZ_CP141089.1	1	188	1808042	1808241	4.15e-72	278	90.500	98	4938057	191	0.9842931937172775
76_R	NZ_CP141089.1	1	188	1849133	1849332	4.15e-72	278	90.500	98	4938057	191	0.9842931937172775
76_R	NZ_CP141089.1	1	188	1982898	1983097	4.15e-72	278	90.500	98	4938057	191	0.9842931937172775
76_R	NZ_CP141089.1	1	188	2076528	2076727	4.15e-72	278	90.500	98	4938057	191	0.9842931937172775
76_R	NZ_CP134663.1	1	188	3524977	3525176	4.15e-72	278	90.500	98	4902913	191	0.9842931937172775
76_R	NZ_CP134663.1	1	188	4206713	4206912	4.15e-72	278	90.500	98	4902913	191	0.9842931937172775
76_R	NZ_CP077309.1	1	191	80766	80955	7.03e-82	310	96.335	100	606597	191	1.0
76_R	NZ_CP077309.1	1	191	156748	156937	7.03e-82	310	96.335	100	606597	191	1.0
76_R	NZ_CP077309.1	1	191	280143	280332	7.03e-82	310	96.335	100	606597	191	1.0
76_R	CP088420.1	1	188	4199	4388	2.99e-80	304	96.335	98	10930	191	0.9842931937172775
76_R	NZ_CP098164.1	1	191	6644	6842	1.04e-79	303	94.000	100	10329	191	1.0
76_R	LR134122.1	1	191	211668	211866	5.40e-77	294	93.000	100	568228	191	1.0
76_R	LR134124.1	1	191	418332	418530	6.58e-76	289	92.500	100	791406	191	1.0
76_R	LR134132.1	1	191	1363	1561	6.58e-76	289	92.500	100	143273	191	1.0
76_R	NZ_CP019447.1	1	183	96111	96300	8.02e-75	287	94.211	96	96883	191	0.9581151832460733
76_R	NZ_CP091811.1	1	191	4893	5093	8.02e-75	287	91.045	100	16129	191	1.0
76_R	CP060657.1	1	191	2875	3075	8.02e-75	287	91.045	100	3076	191	1.0
76_R	NZ_OY843411.1	1	188	68676	68875	9.77e-74	282	92.500	98	93760	191	0.9842931937172775
76_R	NZ_LN868944.1	1	188	1132	1331	4.15e-72	278	91.500	98	727905	191	0.9842931937172775
