qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases	coverage_percentage	bases_covered
56_R	OW848817.1	2	417	5259	5674	0.0	746.0	99.76	99	188493	418	0.9952153110047848	0	82.08	154708.0
53	OW848817.1	1	438	13392	13829	0.0	791.0	100.0	100	188493	438	1.0	0	82.08	154708.0
42_R	OW848817.1	1	1432	14097	15528	0.0	2583.0	100.0	100	188493	1432	1.0	0	82.08	154708.0
53_R	OW848817.1	1	438	15529	15966	0.0	791.0	100.0	100	188493	438	1.0	0	82.08	154708.0
19	OW848817.1	1	34901	15967	50867	0.0	62703.0	99.848	91	188493	38393	0.9090459198291356	0	82.08	154708.0
38	OW848817.1	1	2030	54498	56527	0.0	3644.0	99.803	100	188493	2030	1.0	0	82.08	154708.0
22_R	OW848817.1	1	21725	56528	78252	0.0	39179.0	100.0	100	188493	21725	1.0	0	82.08	154708.0
27_R	OW848817.1	1	8792	79635	88426	0.0	15856.0	100.0	100	188493	8792	1.0	0	82.08	154708.0
28	OW848817.1	1	6727	91865	98591	0.0	12132.0	100.0	100	188493	6727	1.0	0	82.08	154708.0
26	OW848817.1	1	8011	99412	107422	0.0	14443.0	99.988	59	188493	13480	0.5942878338278932	0	82.08	154708.0
36_R	OW848817.1	1	2186	108240	110425	0.0	3943.0	100.0	100	188493	2186	1.0	0	82.08	154708.0
32_R	OW848817.1	1485	4388	119859	122762	0.0	5238.0	100.0	100	188493	4388	0.6618049225159526	0	82.08	154708.0
15	OW848817.1	1	64708	123786	188493	0.0	116700.0	100.0	83	188493	78036	0.8292070326515967	0	82.08	154708.0
56_R	OW848863.1	2	417	5259	5674	0.0	746.0	99.76	99	247179	418	0.9952153110047848	0	85.14	210450.0
53	OW848863.1	1	438	13392	13829	0.0	791.0	100.0	100	247179	438	1.0	0	85.14	210450.0
42_R	OW848863.1	1	1432	14097	15528	0.0	2583.0	100.0	100	247179	1432	1.0	0	85.14	210450.0
53_R	OW848863.1	1	438	15529	15966	0.0	791.0	100.0	100	247179	438	1.0	0	85.14	210450.0
19	OW848863.1	1	34901	15967	50867	0.0	62703.0	99.848	91	247179	38393	0.9090459198291356	0	85.14	210450.0
38	OW848863.1	1	2030	54498	56527	0.0	3644.0	99.803	100	247179	2030	1.0	0	85.14	210450.0
22_R	OW848863.1	1	21725	56528	78252	0.0	39179.0	100.0	100	247179	21725	1.0	0	85.14	210450.0
23_R	OW848863.1	1	19616	79642	99257	0.0	35371.0	99.995	100	247179	19616	1.0	0	85.14	210450.0
24_R	OW848863.1	1	17994	100647	118641	0.0	32444.0	99.994	100	247179	17994	1.0	0	85.14	210450.0
56_R	OW848863.1	2	418	119015	119431	0.0	748.0	99.76	99	247179	418	0.9976076555023924	0	85.14	210450.0
53_R	OW848863.1	1	438	119862	120299	0.0	791.0	100.0	100	247179	438	1.0	0	85.14	210450.0
30_R	OW848863.1	1	4881	120372	125252	0.0	8803.0	100.0	100	247179	4881	1.0	0	85.14	210450.0
35	OW848863.1	1	3881	126074	129954	0.0	7000.0	100.0	100	247179	3881	1.0	0	85.14	210450.0
41	OW848863.1	1	1475	130775	132249	0.0	2661.0	100.0	100	247179	1475	1.0	0	85.14	210450.0
27_R	OW848863.1	1	8792	133591	142382	0.0	15856.0	100.0	100	247179	8792	1.0	0	85.14	210450.0
28	OW848863.1	1	6727	145821	152547	0.0	12132.0	100.0	100	247179	6727	1.0	0	85.14	210450.0
26	OW848863.1	1	13480	153368	166847	0.0	24310.0	100.0	100	247179	13480	1.0	0	85.14	210450.0
36_R	OW848863.1	1	2186	167668	169853	0.0	3943.0	100.0	100	247179	2186	1.0	0	85.14	210450.0
32_R	OW848863.1	1	4388	176975	181362	0.0	7914.0	100.0	100	247179	4388	1.0	0	85.14	210450.0
15	OW848863.1	1	64708	182386	247179	0.0	116500.0	99.849	83	247179	78036	0.8292070326515967	0	85.14	210450.0
56_R	OW848869.1	2	417	5259	5674	0.0	746.0	99.76	99	188579	418	0.9952153110047848	0	82.08	154794.0
53	OW848869.1	1	438	13392	13829	0.0	791.0	100.0	100	188579	438	1.0	0	82.08	154794.0
42_R	OW848869.1	1	1432	14097	15528	0.0	2583.0	100.0	100	188579	1432	1.0	0	82.08	154794.0
53_R	OW848869.1	1	438	15529	15966	0.0	791.0	100.0	100	188579	438	1.0	0	82.08	154794.0
19	OW848869.1	1	34901	15967	50867	0.0	62703.0	99.848	91	188579	38393	0.9090459198291356	0	82.08	154794.0
38	OW848869.1	1	2030	54498	56527	0.0	3644.0	99.803	100	188579	2030	1.0	0	82.08	154794.0
22_R	OW848869.1	1	21725	56528	78252	0.0	39179.0	100.0	100	188579	21725	1.0	0	82.08	154794.0
27_R	OW848869.1	1	8792	79635	88426	0.0	15856.0	100.0	100	188579	8792	1.0	0	82.08	154794.0
28	OW848869.1	1	6727	91865	98591	0.0	12132.0	100.0	100	188579	6727	1.0	0	82.08	154794.0
26	OW848869.1	1	8011	99412	107422	0.0	14443.0	99.988	59	188579	13480	0.5942878338278932	0	82.08	154794.0
36_R	OW848869.1	1	2186	108240	110425	0.0	3943.0	100.0	100	188579	2186	1.0	0	82.08	154794.0
32_R	OW848869.1	1485	4388	119859	122762	0.0	5238.0	100.0	100	188579	4388	0.6618049225159526	0	82.08	154794.0
15	OW848869.1	1	64708	123786	188579	0.0	116500.0	99.852	83	188579	78036	0.8292070326515967	0	82.08	154794.0
56_R	OW848909.1	2	417	5259	5674	0.0	746.0	99.76	99	242397	418	0.9952153110047848	0	80.62	195414.0
53	OW848909.1	1	438	13392	13829	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195414.0
42_R	OW848909.1	1	1432	14097	15528	0.0	2583.0	100.0	100	242397	1432	1.0	0	80.62	195414.0
53_R	OW848909.1	1	438	15529	15966	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195414.0
19	OW848909.1	1	34901	15967	50867	0.0	62699.0	99.845	91	242397	38393	0.9090459198291356	0	80.62	195414.0
38	OW848909.1	1	2030	54498	56527	0.0	3644.0	99.803	100	242397	2030	1.0	0	80.62	195414.0
22_R	OW848909.1	1	12244	56528	68771	0.0	22081.0	100.0	100	242397	21725	0.563590333716916	0	80.62	195414.0
23	OW848909.1	1	19616	80418	100033	0.0	35376.0	100.0	100	242397	19616	1.0	0	80.62	195414.0
24_R	OW848909.1	1	17994	101423	119417	0.0	32444.0	99.994	100	242397	17994	1.0	0	80.62	195414.0
56_R	OW848909.1	2	418	119791	120207	0.0	748.0	99.76	99	242397	418	0.9976076555023924	0	80.62	195414.0
53_R	OW848909.1	1	438	120638	121075	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195414.0
30_R	OW848909.1	1	4881	121148	126028	0.0	8803.0	100.0	100	242397	4881	1.0	0	80.62	195414.0
35	OW848909.1	1	3881	126850	130730	0.0	7000.0	100.0	100	242397	3881	1.0	0	80.62	195414.0
41	OW848909.1	1	1475	131551	133025	0.0	2661.0	100.0	100	242397	1475	1.0	0	80.62	195414.0
27_R	OW848909.1	1	8792	134367	143158	0.0	15856.0	100.0	100	242397	8792	1.0	0	80.62	195414.0
36_R	OW848909.1	1	2186	149460	151645	0.0	3943.0	100.0	100	242397	2186	1.0	0	80.62	195414.0
26_R	OW848909.1	5470	13480	152463	160473	0.0	14443.0	99.988	59	242397	13480	0.5942878338278932	0	80.62	195414.0
28_R	OW848909.1	1	6727	161294	168020	0.0	12132.0	100.0	100	242397	6727	1.0	0	80.62	195414.0
32_R	OW848909.1	1	4388	172279	176666	0.0	7914.0	100.0	100	242397	4388	1.0	0	80.62	195414.0
15	OW848909.1	1	64708	177690	242397	0.0	116000.0	99.767	83	242397	78036	0.8292070326515967	0	80.62	195414.0
56_R	OW848940.1	1	417	5258	5674	0.0	753.0	100.0	100	242397	418	0.9976076555023924	0	80.62	195416.0
53	OW848940.1	1	438	13392	13829	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195416.0
42_R	OW848940.1	1	1432	14097	15528	0.0	2583.0	100.0	100	242397	1432	1.0	0	80.62	195416.0
53_R	OW848940.1	1	438	15529	15966	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195416.0
19	OW848940.1	1	34901	15967	50867	0.0	62699.0	99.845	91	242397	38393	0.9090459198291356	0	80.62	195416.0
38	OW848940.1	1	2030	54498	56527	0.0	3644.0	99.803	100	242397	2030	1.0	0	80.62	195416.0
22_R	OW848940.1	1	12244	56528	68771	0.0	22081.0	100.0	100	242397	21725	0.563590333716916	0	80.62	195416.0
23	OW848940.1	1	19616	80418	100033	0.0	35376.0	100.0	100	242397	19616	1.0	0	80.62	195416.0
24_R	OW848940.1	1	17994	101423	119417	0.0	32444.0	99.994	100	242397	17994	1.0	0	80.62	195416.0
56_R	OW848940.1	1	418	119790	120207	0.0	755.0	100.0	100	242397	418	1.0	0	80.62	195416.0
53_R	OW848940.1	1	438	120638	121075	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195416.0
30_R	OW848940.1	1	4881	121148	126028	0.0	8803.0	100.0	100	242397	4881	1.0	0	80.62	195416.0
35	OW848940.1	1	3881	126850	130730	0.0	7000.0	100.0	100	242397	3881	1.0	0	80.62	195416.0
41	OW848940.1	1	1475	131551	133025	0.0	2661.0	100.0	100	242397	1475	1.0	0	80.62	195416.0
27_R	OW848940.1	1	8792	134367	143158	0.0	15856.0	100.0	100	242397	8792	1.0	0	80.62	195416.0
36_R	OW848940.1	1	2186	149460	151645	0.0	3943.0	100.0	100	242397	2186	1.0	0	80.62	195416.0
26_R	OW848940.1	5470	13480	152463	160473	0.0	14443.0	99.988	59	242397	13480	0.5942878338278932	0	80.62	195416.0
28_R	OW848940.1	1	6727	161294	168020	0.0	12132.0	100.0	100	242397	6727	1.0	0	80.62	195416.0
32_R	OW848940.1	1	4388	172279	176666	0.0	7914.0	100.0	100	242397	4388	1.0	0	80.62	195416.0
15	OW848940.1	1	64708	177690	242397	0.0	115900.0	99.733	83	242397	78036	0.8292070326515967	0	80.62	195416.0
56_R	OW848947.1	1	417	5258	5674	0.0	753.0	100.0	100	242397	418	0.9976076555023924	0	80.62	195416.0
53	OW848947.1	1	438	13392	13829	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195416.0
42_R	OW848947.1	1	1432	14097	15528	0.0	2583.0	100.0	100	242397	1432	1.0	0	80.62	195416.0
53_R	OW848947.1	1	438	15529	15966	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195416.0
19	OW848947.1	1	34901	15967	50867	0.0	62699.0	99.845	91	242397	38393	0.9090459198291356	0	80.62	195416.0
38	OW848947.1	1	2030	54498	56527	0.0	3644.0	99.803	100	242397	2030	1.0	0	80.62	195416.0
22_R	OW848947.1	1	12244	56528	68771	0.0	22081.0	100.0	100	242397	21725	0.563590333716916	0	80.62	195416.0
23	OW848947.1	1	19616	80418	100033	0.0	35376.0	100.0	100	242397	19616	1.0	0	80.62	195416.0
24_R	OW848947.1	1	17994	101423	119417	0.0	32444.0	99.994	100	242397	17994	1.0	0	80.62	195416.0
56_R	OW848947.1	1	418	119790	120207	0.0	755.0	100.0	100	242397	418	1.0	0	80.62	195416.0
53_R	OW848947.1	1	438	120638	121075	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195416.0
30_R	OW848947.1	1	4881	121148	126028	0.0	8803.0	100.0	100	242397	4881	1.0	0	80.62	195416.0
35	OW848947.1	1	3881	126850	130730	0.0	7000.0	100.0	100	242397	3881	1.0	0	80.62	195416.0
41	OW848947.1	1	1475	131551	133025	0.0	2661.0	100.0	100	242397	1475	1.0	0	80.62	195416.0
27_R	OW848947.1	1	8792	134367	143158	0.0	15847.0	99.977	100	242397	8792	1.0	0	80.62	195416.0
36_R	OW848947.1	1	2186	149460	151645	0.0	3943.0	100.0	100	242397	2186	1.0	0	80.62	195416.0
26_R	OW848947.1	5470	13480	152463	160473	0.0	14439.0	99.975	59	242397	13480	0.5942878338278932	0	80.62	195416.0
28_R	OW848947.1	1	6727	161294	168020	0.0	12132.0	100.0	100	242397	6727	1.0	0	80.62	195416.0
32_R	OW848947.1	1	4388	172279	176666	0.0	7914.0	100.0	100	242397	4388	1.0	0	80.62	195416.0
15	OW848947.1	1	64708	177690	242397	0.0	116000.0	99.76	83	242397	78036	0.8292070326515967	0	80.62	195416.0
56_R	OW848958.1	2	417	5259	5674	0.0	746.0	99.76	99	242397	418	0.9952153110047848	0	80.62	195414.0
53	OW848958.1	1	438	13392	13829	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195414.0
42_R	OW848958.1	1	1432	14097	15528	0.0	2583.0	100.0	100	242397	1432	1.0	0	80.62	195414.0
53_R	OW848958.1	1	438	15529	15966	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195414.0
19	OW848958.1	1	34901	15967	50867	0.0	62699.0	99.845	91	242397	38393	0.9090459198291356	0	80.62	195414.0
38	OW848958.1	1	2030	54498	56527	0.0	3644.0	99.803	100	242397	2030	1.0	0	80.62	195414.0
22_R	OW848958.1	1	12244	56528	68771	0.0	22081.0	100.0	100	242397	21725	0.563590333716916	0	80.62	195414.0
23	OW848958.1	1	19616	80418	100033	0.0	35376.0	100.0	100	242397	19616	1.0	0	80.62	195414.0
24_R	OW848958.1	1	17994	101423	119417	0.0	32444.0	99.994	100	242397	17994	1.0	0	80.62	195414.0
56_R	OW848958.1	2	418	119791	120207	0.0	748.0	99.76	99	242397	418	0.9976076555023924	0	80.62	195414.0
53_R	OW848958.1	1	438	120638	121075	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195414.0
30_R	OW848958.1	1	4881	121148	126028	0.0	8803.0	100.0	100	242397	4881	1.0	0	80.62	195414.0
35	OW848958.1	1	3881	126850	130730	0.0	7000.0	100.0	100	242397	3881	1.0	0	80.62	195414.0
41	OW848958.1	1	1475	131551	133025	0.0	2661.0	100.0	100	242397	1475	1.0	0	80.62	195414.0
27_R	OW848958.1	1	8792	134367	143158	0.0	15847.0	99.977	100	242397	8792	1.0	0	80.62	195414.0
36_R	OW848958.1	1	2186	149460	151645	0.0	3943.0	100.0	100	242397	2186	1.0	0	80.62	195414.0
26_R	OW848958.1	5470	13480	152463	160473	0.0	14439.0	99.975	59	242397	13480	0.5942878338278932	0	80.62	195414.0
28_R	OW848958.1	1	6727	161294	168020	0.0	12132.0	100.0	100	242397	6727	1.0	0	80.62	195414.0
32_R	OW848958.1	1	4388	172279	176666	0.0	7914.0	100.0	100	242397	4388	1.0	0	80.62	195414.0
15	OW848958.1	1	64708	177690	242397	0.0	116000.0	99.764	83	242397	78036	0.8292070326515967	0	80.62	195414.0
56_R	OW848970.1	1	417	5258	5674	0.0	753.0	100.0	100	247093	418	0.9976076555023924	0	85.14	210366.0
53	OW848970.1	1	438	13392	13829	0.0	791.0	100.0	100	247093	438	1.0	0	85.14	210366.0
42_R	OW848970.1	1	1432	14097	15528	0.0	2583.0	100.0	100	247093	1432	1.0	0	85.14	210366.0
53_R	OW848970.1	1	438	15529	15966	0.0	791.0	100.0	100	247093	438	1.0	0	85.14	210366.0
19	OW848970.1	1	34901	15967	50867	0.0	62703.0	99.848	91	247093	38393	0.9090459198291356	0	85.14	210366.0
38	OW848970.1	1	2030	54498	56527	0.0	3644.0	99.803	100	247093	2030	1.0	0	85.14	210366.0
22_R	OW848970.1	1	21725	56528	78252	0.0	39179.0	100.0	100	247093	21725	1.0	0	85.14	210366.0
23	OW848970.1	1	19616	79642	99257	0.0	35376.0	100.0	100	247093	19616	1.0	0	85.14	210366.0
24_R	OW848970.1	1	17994	100647	118641	0.0	32444.0	99.994	100	247093	17994	1.0	0	85.14	210366.0
56_R	OW848970.1	1	418	119014	119431	0.0	755.0	100.0	100	247093	418	1.0	0	85.14	210366.0
53_R	OW848970.1	1	438	119862	120299	0.0	791.0	100.0	100	247093	438	1.0	0	85.14	210366.0
30_R	OW848970.1	1	4881	120372	125252	0.0	8803.0	100.0	100	247093	4881	1.0	0	85.14	210366.0
35	OW848970.1	1	3881	126074	129954	0.0	7000.0	100.0	100	247093	3881	1.0	0	85.14	210366.0
41	OW848970.1	1	1475	130775	132249	0.0	2661.0	100.0	100	247093	1475	1.0	0	85.14	210366.0
27_R	OW848970.1	1	8792	133591	142382	0.0	15856.0	100.0	100	247093	8792	1.0	0	85.14	210366.0
28	OW848970.1	1	6727	145821	152547	0.0	12132.0	100.0	100	247093	6727	1.0	0	85.14	210366.0
26	OW848970.1	1	13480	153368	166847	0.0	24310.0	100.0	100	247093	13480	1.0	0	85.14	210366.0
36	OW848970.1	1	2186	167668	169853	0.0	3943.0	100.0	100	247093	2186	1.0	0	85.14	210366.0
32_R	OW848970.1	1	4388	176975	181362	0.0	7914.0	100.0	100	247093	4388	1.0	0	85.14	210366.0
15	OW848970.1	1	64708	182386	247093	0.0	116700.0	99.998	83	247093	78036	0.8292070326515967	0	85.14	210366.0
56_R	OW848990.1	1	417	5258	5674	0.0	753.0	100.0	100	227132	418	0.9976076555023924	0	85.69	194630.0
53	OW848990.1	1	438	13392	13829	0.0	791.0	100.0	100	227132	438	1.0	0	85.69	194630.0
42_R	OW848990.1	1	1432	14097	15528	0.0	2583.0	100.0	100	227132	1432	1.0	0	85.69	194630.0
53_R	OW848990.1	1	438	15529	15966	0.0	791.0	100.0	100	227132	438	1.0	0	85.69	194630.0
19	OW848990.1	1	34901	15967	50867	0.0	62703.0	99.848	91	227132	38393	0.9090459198291356	0	85.69	194630.0
38	OW848990.1	1	2030	54498	56527	0.0	3644.0	99.803	100	227132	2030	1.0	0	85.69	194630.0
22_R	OW848990.1	1	21725	56528	78252	0.0	39179.0	100.0	100	227132	21725	1.0	0	85.69	194630.0
23_R	OW848990.1	1	19616	79642	99257	0.0	35376.0	100.0	100	227132	19616	1.0	0	85.69	194630.0
24_R	OW848990.1	1	17994	100647	118641	0.0	32444.0	99.994	100	227132	17994	1.0	0	85.69	194630.0
56_R	OW848990.1	1	418	119014	119431	0.0	755.0	100.0	100	227132	418	1.0	0	85.69	194630.0
53_R	OW848990.1	1	438	119862	120299	0.0	791.0	100.0	100	227132	438	1.0	0	85.69	194630.0
30_R	OW848990.1	1	4881	120372	125252	0.0	8803.0	100.0	100	227132	4881	1.0	0	85.69	194630.0
35	OW848990.1	1	3881	126074	129954	0.0	7000.0	100.0	100	227132	3881	1.0	0	85.69	194630.0
36	OW848990.1	1	2186	134195	136380	0.0	3943.0	100.0	100	227132	2186	1.0	0	85.69	194630.0
26_R	OW848990.1	5470	13480	137198	145208	0.0	14443.0	99.988	59	227132	13480	0.5942878338278932	0	85.69	194630.0
28_R	OW848990.1	1	6727	146029	152755	0.0	12132.0	100.0	100	227132	6727	1.0	0	85.69	194630.0
32_R	OW848990.1	1	4388	157014	161401	0.0	7914.0	100.0	100	227132	4388	1.0	0	85.69	194630.0
15	OW848990.1	1	64708	162425	227132	0.0	116000.0	99.768	83	227132	78036	0.8292070326515967	0	85.69	194630.0
56_R	OW849017.1	2	417	5259	5674	0.0	746.0	99.76	99	242483	418	0.9952153110047848	0	80.62	195500.0
53	OW849017.1	1	438	13392	13829	0.0	791.0	100.0	100	242483	438	1.0	0	80.62	195500.0
56	OW849017.1	1	417	14260	14676	0.0	748.0	99.76	99	242483	418	0.9976076555023924	0	80.62	195500.0
24	OW849017.1	1	17994	15050	33044	0.0	32444.0	99.994	100	242483	17994	1.0	0	80.62	195500.0
23_R	OW849017.1	1	19616	34434	54049	0.0	35376.0	100.0	100	242483	19616	1.0	0	80.62	195500.0
22	OW849017.1	9482	21725	65696	77939	0.0	22081.0	100.0	100	242483	21725	0.563590333716916	0	80.62	195500.0
38_R	OW849017.1	1	2030	77940	79969	0.0	3644.0	99.803	100	242483	2030	1.0	0	80.62	195500.0
19_R	OW849017.1	3493	38393	83600	118500	0.0	62699.0	99.845	91	242483	38393	0.9090459198291356	0	80.62	195500.0
53	OW849017.1	1	438	118501	118938	0.0	791.0	100.0	100	242483	438	1.0	0	80.62	195500.0
42	OW849017.1	1	1432	118939	120370	0.0	2583.0	100.0	100	242483	1432	1.0	0	80.62	195500.0
53_R	OW849017.1	1	438	120638	121075	0.0	791.0	100.0	100	242483	438	1.0	0	80.62	195500.0
30_R	OW849017.1	1	4881	121148	126028	0.0	8803.0	100.0	100	242483	4881	1.0	0	80.62	195500.0
35	OW849017.1	1	3881	126850	130730	0.0	7000.0	100.0	100	242483	3881	1.0	0	80.62	195500.0
41	OW849017.1	1	1475	131551	133025	0.0	2661.0	100.0	100	242483	1475	1.0	0	80.62	195500.0
27_R	OW849017.1	1	8792	134367	143158	0.0	15856.0	100.0	100	242483	8792	1.0	0	80.62	195500.0
36_R	OW849017.1	1	2186	149460	151645	0.0	3943.0	100.0	100	242483	2186	1.0	0	80.62	195500.0
26_R	OW849017.1	5470	13480	152463	160473	0.0	14443.0	99.988	59	242483	13480	0.5942878338278932	0	80.62	195500.0
28_R	OW849017.1	1	6727	161294	168020	0.0	12132.0	100.0	100	242483	6727	1.0	0	80.62	195500.0
32_R	OW849017.1	1	4388	172279	176666	0.0	7914.0	100.0	100	242483	4388	1.0	0	80.62	195500.0
15	OW849017.1	1	64708	177690	242483	0.0	115800.0	99.619	83	242483	78036	0.8292070326515967	0	80.62	195500.0
56_R	OW849024.1	2	417	5259	5674	0.0	746.0	99.76	99	242397	418	0.9952153110047848	0	80.62	195414.0
53	OW849024.1	1	438	13392	13829	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195414.0
42_R	OW849024.1	1	1432	14097	15528	0.0	2583.0	100.0	100	242397	1432	1.0	0	80.62	195414.0
53_R	OW849024.1	1	438	15529	15966	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195414.0
19	OW849024.1	1	34901	15967	50867	0.0	62699.0	99.845	91	242397	38393	0.9090459198291356	0	80.62	195414.0
38	OW849024.1	1	2030	54498	56527	0.0	3644.0	99.803	100	242397	2030	1.0	0	80.62	195414.0
22_R	OW849024.1	1	12244	56528	68771	0.0	22081.0	100.0	100	242397	21725	0.563590333716916	0	80.62	195414.0
23	OW849024.1	1	19616	80418	100033	0.0	35376.0	100.0	100	242397	19616	1.0	0	80.62	195414.0
24_R	OW849024.1	1	17994	101423	119417	0.0	32444.0	99.994	100	242397	17994	1.0	0	80.62	195414.0
56_R	OW849024.1	2	418	119791	120207	0.0	748.0	99.76	99	242397	418	0.9976076555023924	0	80.62	195414.0
53_R	OW849024.1	1	438	120638	121075	0.0	791.0	100.0	100	242397	438	1.0	0	80.62	195414.0
30_R	OW849024.1	1	4881	121148	126028	0.0	8803.0	100.0	100	242397	4881	1.0	0	80.62	195414.0
35	OW849024.1	1	3881	126850	130730	0.0	7000.0	100.0	100	242397	3881	1.0	0	80.62	195414.0
41	OW849024.1	1	1475	131551	133025	0.0	2661.0	100.0	100	242397	1475	1.0	0	80.62	195414.0
27_R	OW849024.1	1	8792	134367	143158	0.0	15856.0	100.0	100	242397	8792	1.0	0	80.62	195414.0
36_R	OW849024.1	1	2186	149460	151645	0.0	3943.0	100.0	100	242397	2186	1.0	0	80.62	195414.0
26_R	OW849024.1	5470	13480	152463	160473	0.0	14443.0	99.988	59	242397	13480	0.5942878338278932	0	80.62	195414.0
28_R	OW849024.1	1	6727	161294	168020	0.0	12132.0	100.0	100	242397	6727	1.0	0	80.62	195414.0
32_R	OW849024.1	1	4388	172279	176666	0.0	7914.0	100.0	100	242397	4388	1.0	0	80.62	195414.0
15	OW849024.1	1	64708	177690	242397	0.0	116000.0	99.76	83	242397	78036	0.8292070326515967	0	80.62	195414.0
56_R	OW849227.1	1	417	5258	5674	0.0	753.0	100.0	99	194000	418	0.9976076555023924	0	80.87	156890.0
53	OW849227.1	1	438	13392	13829	0.0	791.0	100.0	100	194000	438	1.0	0	80.87	156890.0
42_R	OW849227.1	1	1432	14097	15528	0.0	2583.0	100.0	100	194000	1432	1.0	0	80.87	156890.0
53_R	OW849227.1	1	438	15529	15966	0.0	791.0	100.0	100	194000	438	1.0	0	80.87	156890.0
19	OW849227.1	1	34901	15967	50867	0.0	62703.0	99.848	91	194000	38393	0.9090459198291356	0	80.87	156890.0
38	OW849227.1	1	2030	54498	56527	0.0	3644.0	99.803	100	194000	2030	1.0	0	80.87	156890.0
22_R	OW849227.1	1	21725	56528	78252	0.0	39170.0	99.991	100	194000	21725	1.0	0	80.87	156890.0
27_R	OW849227.1	1	8792	79635	88426	0.0	15856.0	100.0	100	194000	8792	1.0	0	80.87	156890.0
28	OW849227.1	1	6727	91865	98591	0.0	12132.0	100.0	100	194000	6727	1.0	0	80.87	156890.0
26	OW849227.1	1	13480	99412	112891	0.0	24310.0	100.0	100	194000	13480	1.0	0	80.87	156890.0
36_R	OW849227.1	1	2186	113712	115897	0.0	3943.0	100.0	100	194000	2186	1.0	0	80.87	156890.0
32_R	OW849227.1	1	4388	123019	127406	0.0	7914.0	100.0	100	194000	4388	1.0	0	80.87	156890.0
53	OW849227.1	1	438	133798	134235	3.93e-172	610.0	90.868	100	194000	438	1.0	0	80.87	156890.0
15	OW849227.1	5297	64708	134503	194000	0.0	106900.0	99.83	76	194000	78036	0.7613409195755805	0	80.87	156890.0
56_R	OW849326.1	1	417	5258	5674	0.0	753.0	100.0	100	248007	418	0.9976076555023924	0	84.16	208722.0
53	OW849326.1	1	438	13392	13829	0.0	791.0	100.0	100	248007	438	1.0	0	84.16	208722.0
42_R	OW849326.1	1	1432	14097	15528	0.0	2583.0	100.0	100	248007	1432	1.0	0	84.16	208722.0
53_R	OW849326.1	1	438	15529	15966	0.0	791.0	100.0	100	248007	438	1.0	0	84.16	208722.0
19	OW849326.1	1	34901	15967	50867	0.0	62703.0	99.848	91	248007	38393	0.9090459198291356	0	84.16	208722.0
38	OW849326.1	1	2030	54498	56527	0.0	3644.0	99.803	100	248007	2030	1.0	0	84.16	208722.0
22_R	OW849326.1	1	21725	56528	78252	0.0	39174.0	99.995	100	248007	21725	1.0	0	84.16	208722.0
23_R	OW849326.1	1	19616	79642	99257	0.0	35371.0	99.995	100	248007	19616	1.0	0	84.16	208722.0
24_R	OW849326.1	1	17994	100647	118641	0.0	32444.0	99.994	100	248007	17994	1.0	0	84.16	208722.0
56_R	OW849326.1	1	418	119014	119431	0.0	755.0	100.0	100	248007	418	1.0	0	84.16	208722.0
53_R	OW849326.1	1	438	119862	120299	0.0	791.0	100.0	100	248007	438	1.0	0	84.16	208722.0
30_R	OW849326.1	1	4881	120372	125252	0.0	8803.0	100.0	100	248007	4881	1.0	0	84.16	208722.0
35	OW849326.1	1	3881	126074	129954	0.0	7000.0	100.0	100	248007	3881	1.0	0	84.16	208722.0
41	OW849326.1	1	1475	130775	132249	0.0	2661.0	100.0	100	248007	1475	1.0	0	84.16	208722.0
27_R	OW849326.1	1	7062	133591	140652	0.0	12736.0	100.0	80	248007	8792	0.8032302092811647	0	84.16	208722.0
26_R	OW849326.1	1	13480	141473	154952	0.0	24310.0	100.0	100	248007	13480	1.0	0	84.16	208722.0
28_R	OW849326.1	1	6727	155773	162499	0.0	12132.0	100.0	100	248007	6727	1.0	0	84.16	208722.0
36_R	OW849326.1	1	2186	168496	170681	0.0	3943.0	100.0	100	248007	2186	1.0	0	84.16	208722.0
32_R	OW849326.1	1	4388	177803	182190	0.0	7914.0	100.0	100	248007	4388	1.0	0	84.16	208722.0
15	OW849326.1	1	64708	183214	248007	0.0	116500.0	99.852	83	248007	78036	0.8292070326515967	0	84.16	208722.0
56_R	OW967030.1	2	417	5259	5674	0.0	746.0	99.76	99	247964	418	0.9952153110047848	0	83.51	207073.0
53	OW967030.1	1	438	13392	13829	0.0	791.0	100.0	100	247964	438	1.0	0	83.51	207073.0
