qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases
114_R	NZ_CP151862.1	1	131	206725	206857	1.46e-47	195.0	93.284	100	425507	131	1.0	0
130	NZ_CP151862.1	16	99	206958	207041	2.5199999999999998e-34	150.0	98.81	78	425507	108	0.7777777777777778	0
68_R	NZ_CP151862.1	1	347	207228	207574	3.07e-143	514.0	93.391	100	425507	347	1.0	0
89_R	NZ_CP151862.1	1	210	207576	207785	5.269999999999999e-89	333.0	95.238	100	425507	210	1.0	0
99_R	NZ_CP151862.1	109	159	207792	207842	1.95e-17	95.3	100.0	32	425507	159	0.320754716981132	0
57	NZ_CP151862.1	1	523	207890	208412	0.0	928.0	98.662	100	425507	523	1.0	0
113	NZ_CP151862.1	90	131	208421	208461	2.57e-10	71.3	97.619	32	425507	131	0.3206106870229007	0
39	NZ_CP151862.1	1	1688	208473	210163	0.0	2754.0	96.097	100	425507	1688	1.0	0
132_R	NZ_CP151862.1	1	104	210252	210355	3.92e-47	193.0	100.0	100	425507	104	1.0	0
106	NZ_CP151862.1	1	105	210481	210586	1.6300000000000001e-37	161.0	94.393	74	425507	141	0.7446808510638298	0
112	NZ_CP151862.1	6	86	214471	214551	3.2399999999999997e-34	150.0	100.0	61	425507	132	0.6136363636363636	0
77	NZ_CP151862.1	1	272	215207	215478	1.1199999999999998e-126	459.0	97.059	99	425507	273	0.9963369963369964	0
103	NZ_CP151862.1	1	152	215480	215631	2.8700000000000002e-65	254.0	96.711	100	425507	152	1.0	0
24	NZ_CP151862.1	1	12675	215632	228304	0.0	18785.0	93.429	42	425507	30210	0.4195630585898709	0
134	NZ_CP151862.1	1	100	247737	247836	6.3e-35	152.0	94.059	100	425507	100	1.0	0
107	NZ_CP151862.1	1	135	247970	248106	1.9999999999999997e-61	241.0	98.54	97	425507	139	0.9712230215827338	0
43_R	NZ_CP151862.1	2	1475	248113	249586	0.0	2473.0	96.947	99	425507	1475	0.9993220338983052	0
68_R	NZ_CP151862.1	1	347	249794	250140	3.07e-143	514.0	93.391	100	425507	347	1.0	0
89_R	NZ_CP151862.1	1	210	250142	250351	5.269999999999999e-89	333.0	95.238	100	425507	210	1.0	0
99_R	NZ_CP151862.1	109	159	250358	250408	1.95e-17	95.3	100.0	32	425507	159	0.320754716981132	0
57	NZ_CP151862.1	1	523	250456	250978	0.0	928.0	98.662	100	425507	523	1.0	0
113	NZ_CP151862.1	90	131	250987	251027	2.57e-10	71.3	97.619	32	425507	131	0.3206106870229007	0
39	NZ_CP151862.1	1	1688	251039	252729	0.0	2732.0	95.86	100	425507	1688	1.0	0
132_R	NZ_CP151862.1	1	104	252818	252921	3.92e-47	193.0	100.0	100	425507	104	1.0	0
134	NZ_CP151862.1	1	100	411964	412063	6.3e-35	152.0	94.059	100	425507	100	1.0	0
107	NZ_CP151862.1	1	135	412197	412333	1.9999999999999997e-61	241.0	98.54	97	425507	139	0.9712230215827338	0
43_R	NZ_CP151862.1	2	1475	412340	413813	0.0	2495.0	97.22	99	425507	1475	0.9993220338983052	0
68_R	NZ_CP151862.1	1	347	414169	414515	6.6e-145	520.0	93.678	100	425507	347	1.0	0
89_R	NZ_CP151862.1	1	210	414517	414726	5.269999999999999e-89	333.0	95.238	100	425507	210	1.0	0
99_R	NZ_CP151862.1	109	159	414733	414783	1.95e-17	95.3	100.0	32	425507	159	0.320754716981132	0
57	NZ_CP151862.1	1	523	414831	415353	0.0	933.0	98.853	100	425507	523	1.0	0
113	NZ_CP151862.1	90	131	415362	415402	2.57e-10	71.3	97.619	32	425507	131	0.3206106870229007	0
39	NZ_CP151862.1	1	1688	415414	417104	0.0	2743.0	95.979	100	425507	1688	1.0	0
132_R	NZ_CP151862.1	1	104	417199	417302	3.92e-47	193.0	100.0	100	425507	104	1.0	0
128	NZ_CP151862.1	25	114	417347	417437	1.2500000000000001e-37	161.0	98.901	79	425507	114	0.7894736842105263	0
107	NZ_CP154652.1	65	129	112425	112488	2.13e-16	91.6	92.308	47	205323	139	0.4676258992805755	0
22_R	NZ_CP155526.1	16141	27666	1	11492	0.0	19320.0	96.978	36	31168	32098	0.359087793632002	0
22	NZ_CP155672.1	1	17392	23638	41036	0.0	30960.0	98.793	54	46268	32098	0.5418406131223129	0
89_R	NZ_CP156686.1	40	210	11323	11492	1.98e-58	231.0	91.228	81	3167812	210	0.8142857142857143	0
89_R	NZ_CP156686.1	40	210	444637	444806	1.98e-58	231.0	91.228	81	3167812	210	0.8142857142857143	0
89_R	NZ_CP156686.1	40	210	3147649	3147818	1.98e-58	231.0	91.228	81	3167812	210	0.8142857142857143	0
89_R	NZ_CP156687.1	40	210	870491	870660	1.98e-58	231.0	91.228	81	873368	210	0.8142857142857143	0
98	NZ_CP157153.1	1	159	28321	28479	1.89e-57	228.0	92.453	98	145368	163	0.9754601226993864	0
27	NZ_KF601686.1	5608	17157	17335	28871	0.0	20552.0	98.806	61	65358	19051	0.6062673875387119	0
35_R	NZ_KF601686.1	1	2368	30301	32668	0.0	4263.0	99.155	84	65358	2828	0.8373408769448374	0
27	NZ_KJ020576.1	5608	17157	15889	27420	0.0	20576.0	98.848	61	62194	19051	0.6062673875387119	0
35_R	NZ_KJ020576.1	1	2368	28850	31217	0.0	4263.0	99.155	84	62194	2828	0.8373408769448374	0
27	NZ_KJ460501.1	5608	17157	15431	26962	0.0	20576.0	98.848	61	62194	19051	0.6062673875387119	0
35_R	NZ_KJ460501.1	1	2368	28392	30759	0.0	4263.0	99.155	84	62194	2828	0.8373408769448374	0
27	NZ_KM207012.1	5608	17157	15889	27420	0.0	20576.0	98.848	61	62194	19051	0.6062673875387119	0
35_R	NZ_KM207012.1	1	2368	28850	31217	0.0	4263.0	99.155	84	62194	2828	0.8373408769448374	0
22_R	NZ_KM212169.1	8895	27666	9503	28258	0.0	32225.0	97.67	58	37672	32098	0.5848339460402517	0
22_R	NZ_KM580532.1	8895	27666	10220	28991	0.0	33619.0	98.993	58	41646	32098	0.5848339460402517	0
22_R	NZ_KM580533.1	8895	27666	10220	28991	0.0	33619.0	98.993	58	38405	32098	0.5848339460402517	0
27	NZ_KP091735.1	5608	17157	15889	27420	0.0	20582.0	98.857	61	62194	19051	0.6062673875387119	0
35_R	NZ_KP091735.1	1	2368	28850	31217	0.0	4263.0	99.155	84	62194	2828	0.8373408769448374	0
27	NZ_KP198615.1	5608	17157	15888	27419	0.0	20582.0	98.857	61	63124	19051	0.6062673875387119	0
35_R	NZ_KP198615.1	1	2368	28849	31215	0.0	4255.0	99.113	84	63124	2828	0.8373408769448374	0
35_R	NZ_KP347127.1	1	2368	30647	33014	0.0	4362.0	99.916	84	64015	2828	0.8373408769448374	0
22	NZ_KU743383.1	1	17033	3119	20153	0.0	31412.0	99.953	53	33311	32098	0.5306561156458346	0
27	NZ_KU761326.1	2782	10862	10742	18826	0.0	14456.0	98.949	42	64964	19051	0.4241772085454832	0
35_R	NZ_KU761326.1	1	2368	29924	32291	0.0	4373.0	100.0	84	64964	2828	0.8373408769448374	0
22_R	NZ_KU761327.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33287	32098	0.5307495794130476	0
35_R	NZ_KU870627.1	1	2368	25665	28032	0.0	4335.0	99.704	84	62219	2828	0.8373408769448374	0
27	NZ_KU922754.1	5608	13066	4108	11536	0.0	12960.0	98.096	39	57059	19051	0.3915280037793291	0
35_R	NZ_KU922754.1	1	2368	19693	22060	0.0	4241.0	98.986	84	57059	2828	0.8373408769448374	0
35_R	NZ_KU932022.1	1	2828	15001	17828	0.0	5168.0	99.646	100	59192	2828	1.0	0
35_R	NZ_KU932023.1	1	2828	15001	17828	0.0	5168.0	99.646	100	59192	2828	1.0	0
35_R	NZ_KU934208.1	1	2368	26882	29249	0.0	4362.0	99.916	84	60757	2828	0.8373408769448374	0
27	NZ_KU934209.1	2782	10862	12940	21019	0.0	14678.0	99.456	42	65419	19051	0.4241772085454832	0
35_R	NZ_KU934209.1	1	2368	32335	34702	0.0	4368.0	99.958	84	65419	2828	0.8373408769448374	0
35_R	NZ_KX013538.1	1	2368	27936	30303	0.0	4368.0	99.958	84	61228	2828	0.8373408769448374	0
27	NZ_KX013539.1	2782	10862	10816	18895	0.0	14678.0	99.456	42	62661	19051	0.4241772085454832	0
35_R	NZ_KX013539.1	1	2368	29140	31507	0.0	4368.0	99.958	84	62661	2828	0.8373408769448374	0
27	NZ_KX013540.1	2782	10862	12021	20101	0.0	14630.0	99.344	42	64942	19051	0.4241772085454832	0
35_R	NZ_KX013540.1	1	2368	30346	32713	0.0	4368.0	99.958	84	64942	2828	0.8373408769448374	0
35_R	NZ_KX032519.1	1	2368	27985	30352	0.0	4368.0	99.958	84	61177	2828	0.8373408769448374	0
22_R	NZ_KX032520.1	15063	32098	12596	29632	0.0	31416.0	99.953	53	31808	32098	0.5307495794130476	0
35_R	NZ_KX034083.1	1	2368	33790	36157	0.0	4290.0	99.367	84	67134	2828	0.8373408769448374	0
22	NZ_KX084392.1	1	17033	10294	27327	0.0	31416.0	99.959	53	33298	32098	0.5306561156458346	0
35_R	NZ_KX084393.1	1	2368	5161	7528	0.0	4362.0	99.916	84	63656	2828	0.8373408769448374	0
27	NZ_KX084393.1	2782	10862	50492	58572	0.0	14729.0	99.567	42	63656	19051	0.4241772085454832	0
22_R	NZ_KX129783.1	15063	32098	14122	31158	0.0	31410.0	99.947	53	34640	32098	0.5307495794130476	0
22_R	NZ_KX236309.1	15063	32098	12786	29821	0.0	31410.0	99.947	53	33303	32098	0.5307495794130476	0
27	NZ_KX254342.1	2782	10862	10539	18619	0.0	14729.0	99.567	42	63656	19051	0.4241772085454832	0
35_R	NZ_KX254342.1	1	2368	28864	31231	0.0	4362.0	99.916	84	63656	2828	0.8373408769448374	0
22	NZ_KX254343.1	1	17033	10303	27336	0.0	31416.0	99.959	53	33307	32098	0.5306561156458346	0
22_R	NZ_KX447768.1	15063	30201	12786	27925	0.0	27918.0	99.954	47	33395	32098	0.4716493239454171	0
27	NZ_KX505142.1	2782	10862	10742	18826	0.0	14639.0	99.357	42	65203	19051	0.4241772085454832	0
35_R	NZ_KX505142.1	1	2368	30149	32516	0.0	4373.0	100.0	84	65203	2828	0.8373408769448374	0
22_R	NZ_KX555451.1	9967	27762	10235	28033	0.0	32616.0	99.747	55	38814	32098	0.5544270671069849	0
22_R	NZ_KX555452.1	15063	32098	12906	29942	0.0	31416.0	99.953	53	34149	32098	0.5307495794130476	0
22	NZ_KX570748.1	1	17033	1565	18599	0.0	31407.0	99.947	53	32751	32098	0.5306561156458346	0
35_R	NZ_KX580716.1	1	2368	58989	61356	0.0	4357.0	99.873	84	62440	2828	0.8373408769448374	0
35_R	NZ_KX592672.1	1	2367	27640	30006	0.0	4361.0	99.916	84	59939	2828	0.8369872701555869	0
22_R	NZ_KX711706.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
22_R	NZ_KX711707.1	15063	32098	14479	31515	0.0	31410.0	99.947	53	34997	32098	0.5307495794130476	0
22_R	NZ_KX711708.1	9967	32098	9328	31462	0.0	40612.0	99.788	69	34924	32098	0.6895133653187114	0
22_R	NZ_KX772777.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
35_R	NZ_KX772778.1	1	2368	31512	33879	0.0	4362.0	99.916	84	65375	2828	0.8373408769448374	0
27	NZ_KX827311.1	5608	17157	15433	26964	0.0	20582.0	98.857	61	62196	19051	0.6062673875387119	0
35_R	NZ_KX827311.1	1	2368	28394	30761	0.0	4263.0	99.155	84	62196	2828	0.8373408769448374	0
35_R	NZ_KX856067.1	1	2368	26667	29034	0.0	4362.0	99.916	84	60035	2828	0.8373408769448374	0
35_R	NZ_KX856068.1	1	2368	27429	29796	0.0	4368.0	99.958	84	60859	2828	0.8373408769448374	0
22	NZ_KX894453.1	1	17033	3119	20151	0.0	31405.0	99.947	53	33303	32098	0.5306561156458346	0
27	NZ_KY012274.1	2782	10862	9125	17200	0.0	14646.0	99.394	42	60923	19051	0.4241772085454832	0
35_R	NZ_KY012274.1	1	2368	27442	29808	0.0	4361.0	99.916	84	60923	2828	0.8373408769448374	0
35_R	NZ_KY012275.1	1	2368	32454	34821	0.0	4290.0	99.367	84	65216	2828	0.8373408769448374	0
22	NZ_KY012276.1	1	17033	3099	20132	0.0	31410.0	99.953	53	33287	32098	0.5306561156458346	0
35_R	NZ_KY075650.1	1	2368	31204	33565	0.0	4318.0	99.62	84	121454	2828	0.8373408769448374	0
35_R	NZ_KY075651.1	1	2368	27852	30220	0.0	4362.0	99.916	84	64078	2828	0.8373408769448374	0
22_R	NZ_KY075652.1	15063	32098	12791	29820	0.0	31360.0	99.9	53	33302	32098	0.5307495794130476	0
22_R	NZ_KY075653.1	15063	32098	12791	29828	0.0	31390.0	99.924	53	33309	32098	0.5307495794130476	0
27	NZ_KY075654.1	5608	13066	11785	19215	0.0	12923.0	98.003	39	61908	19051	0.3915280037793291	0
35_R	NZ_KY075654.1	1	2368	27370	29736	0.0	4233.0	98.944	84	61908	2828	0.8373408769448374	0
22_R	NZ_KY075655.1	15063	32098	12784	29817	0.0	31397.0	99.935	53	33292	32098	0.5307495794130476	0
35_R	NZ_KY075656.1	1	2368	26358	28722	0.0	4325.0	99.662	84	60694	2828	0.8373408769448374	0
35_R	NZ_KY075657.1	1	2368	27715	30082	0.0	4368.0	99.958	84	62072	2828	0.8373408769448374	0
35_R	NZ_KY075658.1	1	2368	27711	30078	0.0	4368.0	99.958	84	62067	2828	0.8373408769448374	0
22_R	NZ_KY075660.1	15063	32098	12789	29823	0.0	31397.0	99.935	53	33305	32098	0.5307495794130476	0
27	NZ_KY075661.1	2782	10862	10459	18543	0.0	14617.0	99.307	42	64857	19051	0.4241772085454832	0
35_R	NZ_KY075661.1	1	2368	28659	31026	0.0	4368.0	99.958	84	64857	2828	0.8373408769448374	0
35_R	NZ_KY075662.1	1	2828	27851	30677	0.0	5199.0	99.859	100	62813	2828	1.0	0
22_R	NZ_KY120363.1	9967	32098	17325	39459	0.0	40612.0	99.788	69	42941	32098	0.6895133653187114	0
22	NZ_KY120364.1	1	17033	3353	20386	0.0	31416.0	99.959	53	33308	32098	0.5306561156458346	0
35	NZ_KY120365.1	461	2828	32656	35023	0.0	4368.0	99.958	84	60960	2828	0.8373408769448374	0
27_R	NZ_KY120365.1	8160	16270	45238	53347	0.0	14672.0	99.322	43	60960	19051	0.4257519290325967	0
35	NZ_KY120366.1	455	2828	31935	34308	0.0	4368.0	99.874	84	59651	2828	0.8394625176803394	0
27	NZ_KY174331.1	5608	14665	15431	24468	0.0	16033.0	98.653	48	63530	19051	0.4754606057424807	0
35_R	NZ_KY174331.1	1	2368	29728	32095	0.0	4263.0	99.155	84	63530	2828	0.8373408769448374	0
35_R	NZ_KY363994.1	1	2368	26864	29231	0.0	4362.0	99.916	84	60733	2828	0.8373408769448374	0
35_R	NZ_KY363995.1	1	2368	26864	29231	0.0	4362.0	99.916	84	60733	2828	0.8373408769448374	0
35_R	NZ_KY363996.1	1	2368	29643	32010	0.0	4362.0	99.916	84	63512	2828	0.8373408769448374	0
35_R	NZ_KY363997.1	1	2368	30397	32764	0.0	4368.0	99.958	84	64266	2828	0.8373408769448374	0
35_R	NZ_KY363998.1	1	2828	26865	29692	0.0	5217.0	99.965	100	60734	2828	1.0	0
35_R	NZ_KY363999.1	1	2368	30397	32764	0.0	4368.0	99.958	84	64266	2828	0.8373408769448374	0
35_R	NZ_KY405001.1	1	2368	29678	32045	0.0	4362.0	99.916	84	63087	2828	0.8373408769448374	0
22	NZ_KY463451.1	1	17033	11688	28721	0.0	31416.0	99.959	53	33309	32098	0.5306561156458346	0
22	NZ_KY463454.1	1	17033	11688	28721	0.0	31416.0	99.959	53	33309	32098	0.5306561156458346	0
35_R	NZ_KY471144.1	1	2368	28307	30674	0.0	4368.0	99.958	84	62174	2828	0.8373408769448374	0
35_R	NZ_KY471145.1	1	2368	28300	30666	0.0	4361.0	99.916	84	61572	2828	0.8373408769448374	0
22_R	NZ_KY471146.1	15063	32098	26580	43616	0.0	31416.0	99.953	53	47038	32098	0.5307495794130476	0
35_R	NZ_KY471307.1	1	2368	29919	32286	0.0	4373.0	100.0	84	64600	2828	0.8373408769448374	0
35_R	NZ_KY471308.1	1	2828	27731	30558	0.0	5217.0	99.965	100	61198	2828	1.0	0
35_R	NZ_KY471309.1	1	2368	26369	28736	0.0	4368.0	99.958	84	60735	2828	0.8373408769448374	0
35_R	NZ_KY471310.1	1	2828	27731	30558	0.0	5217.0	99.965	100	61531	2828	1.0	0
35_R	NZ_KY471311.1	1	2368	27729	30096	0.0	4368.0	99.958	84	61584	2828	0.8373408769448374	0
35_R	NZ_KY471312.1	1	2828	27275	30102	0.0	5212.0	99.929	100	61632	2828	1.0	0
35_R	NZ_KY471313.1	1	2368	27275	29642	0.0	4368.0	99.958	84	61653	2828	0.8373408769448374	0
35_R	NZ_KY471314.1	1	2368	26837	29204	0.0	4351.0	99.831	84	63230	2828	0.8373408769448374	0
35_R	NZ_KY471315.1	1	2369	26819	29187	0.0	4353.0	99.831	84	60357	2828	0.8376944837340877	0
22	NZ_KY565556.1	1	17033	10300	27332	0.0	31410.0	99.953	53	33303	32098	0.5306561156458346	0
22	NZ_KY582848.1	1	17033	9608	26641	0.0	31416.0	99.959	53	31229	32098	0.5306561156458346	0
27	NZ_KY624633.1	4836	10862	12400	18425	0.0	10807.0	99.038	32	62214	19051	0.3163613458611096	0
35_R	NZ_KY624633.1	1	2368	28670	31037	0.0	4368.0	99.958	84	62214	2828	0.8373408769448374	0
22	NZ_KY652381.1	1	22974	9313	32290	0.0	41482.0	99.256	72	33347	32098	0.7157455293164683	0
27	NZ_KY657476.1	2782	10862	11189	19268	0.0	14672.0	99.443	42	60959	19051	0.4241772085454832	0
35_R	NZ_KY657476.1	1	2368	29513	31879	0.0	4361.0	99.916	84	60959	2828	0.8373408769448374	0
35_R	NZ_KY657477.1	1	2368	5890	8257	0.0	4362.0	99.916	84	67073	2828	0.8373408769448374	0
35	NZ_KY657478.1	455	2828	38887	41260	0.0	4368.0	99.874	84	60948	2828	0.8394625176803394	0
27_R	NZ_KY657478.1	8160	16270	51475	59584	0.0	14672.0	99.322	43	60948	19051	0.4257519290325967	0
22	NZ_KY689634.1	1	17033	10300	27332	0.0	31410.0	99.953	53	33303	32098	0.5306561156458346	0
27	NZ_KY693674.1	2782	10862	9127	17206	0.0	14661.0	99.418	42	63722	19051	0.4241772085454832	0
35_R	NZ_KY693674.1	1	2828	27451	30278	0.0	5217.0	99.965	100	63722	2828	1.0	0
22	NZ_KY770023.1	1	17033	1885	18918	0.0	31416.0	99.959	53	33051	32098	0.5306561156458346	0
22	NZ_KY770024.1	1	17033	2124	19157	0.0	31416.0	99.959	53	33304	32098	0.5306561156458346	0
22	NZ_KY770025.1	3559	17033	7455	20930	0.0	24851.0	99.955	42	34975	32098	0.4198080877313228	0
35	NZ_KY784668.1	455	2828	36884	39257	0.0	4368.0	99.874	84	65538	2828	0.8394625176803394	0
35_R	NZ_KY792081.1	1	2368	28150	30517	0.0	4368.0	99.958	84	63056	2828	0.8373408769448374	0
35_R	NZ_KY795977.1	1	2368	26864	29231	0.0	4362.0	99.916	84	60733	2828	0.8373408769448374	0
27	NZ_KY795978.1	2782	10862	9127	17206	0.0	14672.0	99.443	42	60960	19051	0.4241772085454832	0
35_R	NZ_KY795978.1	1	2368	27451	29818	0.0	4362.0	99.916	84	60960	2828	0.8373408769448374	0
35_R	NZ_KY802014.1	1	2368	31482	33849	0.0	4362.0	99.916	84	65846	2828	0.8373408769448374	0
35_R	NZ_KY829117.1	1	2368	20422	22789	0.0	4368.0	99.958	84	62098	2828	0.8373408769448374	0
35_R	NZ_KY853650.1	1	2368	59821	62188	0.0	4368.0	99.958	84	63381	2828	0.8373408769448374	0
22_R	NZ_KY865319.1	8895	27666	9490	28249	0.0	32212.0	97.654	58	37663	32098	0.5848339460402517	0
22	NZ_KY964067.1	1	17033	2124	19157	0.0	31405.0	99.947	53	33303	32098	0.5306561156458346	0
22	NZ_LC227558.1	1	17033	2476	19509	0.0	31416.0	99.959	53	33304	32098	0.5306561156458346	0
22_R	NZ_LC341397.1	15063	32098	12779	29815	0.0	31416.0	99.953	53	33297	32098	0.5307495794130476	0
35_R	NZ_LC469775.1	1	2368	26369	28736	0.0	4362.0	99.916	84	60710	2828	0.8373408769448374	0
35_R	NZ_LC473131.1	1	2368	26369	28736	0.0	4362.0	99.916	84	60733	2828	0.8373408769448374	0
22_R	NZ_LC477138.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
27	NZ_LC477293.1	5608	17157	15889	27420	0.0	20582.0	98.857	61	62194	19051	0.6062673875387119	0
35_R	NZ_LC477293.1	1	2368	28850	31217	0.0	4263.0	99.155	84	62194	2828	0.8373408769448374	0
22_R	NZ_LC477294.1	15063	32098	12791	29827	0.0	31410.0	99.947	53	33309	32098	0.5307495794130476	0
22_R	NZ_LC479085.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
22_R	NZ_LC479086.1	15063	32098	12791	29827	0.0	31410.0	99.947	53	33309	32098	0.5307495794130476	0
22_R	NZ_LC479452.1	9967	32098	8242	30376	0.0	40612.0	99.788	69	33858	32098	0.6895133653187114	0
98	NZ_LC484363.1	1	163	87134	87296	5.2700000000000005e-58	230.0	92.025	100	124394	163	1.0	0
22_R	NZ_LC511660.1	19380	32098	1	12720	0.0	23460.0	99.961	40	33309	32098	0.3962552183936694	0
22_R	NZ_LC511661.1	15063	29134	19237	33309	0.0	25942.0	99.943	44	33309	32098	0.438407377406692	0
27	NZ_LC511662.1	2782	10862	8640	16719	0.0	14678.0	99.456	42	60967	19051	0.4241772085454832	0
35_R	NZ_LC511662.1	1	2828	26964	29791	0.0	5217.0	99.965	100	60967	2828	1.0	0
27	NZ_LN623683.1	5608	17157	5111	16660	0.0	20526.0	98.747	61	62139	19051	0.6062673875387119	0
35_R	NZ_LN623683.1	1	2368	18090	20457	0.0	4263.0	99.155	84	62139	2828	0.8373408769448374	0
107_R	NZ_LN832562.1	8	72	735775	735838	2.13e-16	91.6	92.308	47	740381	139	0.4676258992805755	0
57_R	NZ_LN868944.1	1	523	96	617	0.0	959.0	99.809	100	727905	523	1.0	0
99	NZ_LN868944.1	1	47	665	711	3.26e-15	87.9	100.0	30	727905	159	0.2955974842767295	0
89	NZ_LN868944.1	2	210	726	934	8.64e-102	375.0	99.043	99	727905	210	0.9952380952380953	0
68	NZ_LN868944.1	1	347	936	1282	1.3599999999999998e-176	625.0	99.135	100	727905	347	1.0	0
85_R	NZ_LN868944.1	1	223	1388	1610	3.38e-91	340.0	94.196	100	727905	223	1.0	0
43	NZ_LN868944.1	1	1475	1611	3085	0.0	2669.0	99.322	100	727905	1475	1.0	0
107_R	NZ_LN868944.1	1	139	3087	3229	7.240000000000001e-56	222.0	95.105	100	727905	139	1.0	0
25_R	NZ_LN868944.1	9401	16184	431329	438110	0.0	11042.0	96.052	33	727905	20770	0.3266249398170438	0
61	NZ_LN868944.1	1	432	527447	527878	1.05e-168	599.0	91.667	100	727905	432	1.0	0
55	NZ_LN868944.1	1	556	527879	528434	0.0	806.0	92.832	100	727905	556	1.0	0
98	NZ_LN868944.1	1	163	528493	528655	2.42e-66	257.0	95.092	100	727905	163	1.0	0
106_R	NZ_LN868944.1	90	141	724509	724560	1.01e-14	86.1	96.154	37	727905	141	0.3687943262411347	0
132	NZ_LN868944.1	1	104	724685	724788	3.92e-47	193.0	100.0	100	727905	104	1.0	0
112_R	NZ_LN868944.1	1	132	724789	724920	1.46e-57	228.0	97.727	100	727905	132	1.0	0
132	NZ_LN868944.1	1	104	724930	725033	3.92e-47	193.0	100.0	100	727905	104	1.0	0
131_R	NZ_LN868944.1	1	105	725101	725205	5.21e-36	156.0	93.333	100	727905	105	1.0	0
39_R	NZ_LN868944.1	1	1688	725228	726913	0.0	2977.0	98.52	100	727905	1688	1.0	0
57_R	NZ_LN868944.1	1	523	726974	727497	0.0	961.0	99.809	100	727905	523	1.0	0
99	NZ_LN868944.1	1	47	727545	727591	3.26e-15	87.9	100.0	30	727905	159	0.2955974842767295	0
89	NZ_LN868944.1	2	210	727606	727814	4.0200000000000003e-100	370.0	98.571	99	727905	210	0.9952380952380953	0
39	NZ_LN868945.1	229	1688	3	1460	0.0	2545.0	98.152	86	147787	1688	0.8649289099526066	0
101	NZ_LN868945.1	1	155	1483	1637	6.270000000000001e-72	276.0	98.71	100	147787	155	1.0	0
132_R	NZ_LN868945.1	2	104	1657	1759	1.41e-46	191.0	100.0	99	147787	104	0.9903846153846154	0
106	NZ_LN868945.1	1	98	1884	1982	2.75e-30	137.0	92.0	70	147787	141	0.6950354609929078	0
92_R	NZ_LN868945.1	1	199	144057	144256	1.37e-94	351.0	98.5	100	147787	199	1.0	0
107	NZ_LN868945.1	1	139	144307	144449	7.240000000000001e-56	222.0	95.105	100	147787	139	1.0	0
43_R	NZ_LN868945.1	1	1475	144451	145925	0.0	2669.0	99.322	100	147787	1475	1.0	0
114_R	NZ_LN868945.1	1	131	145932	146062	5.15e-62	243.0	100.0	100	147787	131	1.0	0
130	NZ_LN868945.1	1	108	146154	146261	2.47e-49	200.0	100.0	100	147787	108	1.0	0
68_R	NZ_LN868945.1	1	347	146415	146761	1.37e-171	608.0	98.271	100	147787	347	1.0	0
89_R	NZ_LN868945.1	1	210	146763	146972	2.4e-102	377.0	99.048	100	147787	210	1.0	0
99_R	NZ_LN868945.1	1	159	146973	147131	8.37e-71	272.0	97.484	100	147787	159	1.0	0
57	NZ_LN868945.1	1	523	147179	147701	0.0	966.0	100.0	100	147787	523	1.0	0
57	NZ_LN868946.1	286	523	1	236	6.4e-117	427.0	99.16	100	141119	523	0.4550669216061185	0
39	NZ_LN868946.1	1	1688	298	1985	0.0	3046.0	99.23	100	141119	1688	1.0	0
101	NZ_LN868946.1	1	155	2008	2162	2.92e-70	270.0	98.065	100	141119	155	1.0	0
132_R	NZ_LN868946.1	2	104	2182	2284	1.41e-46	191.0	100.0	99	141119	104	0.9903846153846154	0
128	NZ_LN868946.1	22	114	2326	2418	5.78e-41	172.0	100.0	82	141119	114	0.8157894736842105	0
92_R	NZ_LN868946.1	1	199	94736	94935	2.94e-96	357.0	99.0	100	141119	199	1.0	0
107	NZ_LN868946.1	1	139	94986	95128	1.56e-57	228.0	95.804	100	141119	139	1.0	0
43_R	NZ_LN868946.1	1	1475	95130	96604	0.0	2652.0	99.119	100	141119	1475	1.0	0
114_R	NZ_LN868946.1	1	131	96611	96741	5.15e-62	243.0	100.0	100	141119	131	1.0	0
130	NZ_LN868946.1	1	108	96831	96938	2.47e-49	200.0	100.0	100	141119	108	1.0	0
68_R	NZ_LN868946.1	1	347	97092	97437	2.2799999999999998e-174	617.0	98.847	100	141119	347	1.0	0
89_R	NZ_LN868946.1	1	210	97439	97648	2.4e-102	377.0	99.048	100	141119	210	1.0	0
57	NZ_LN868946.1	1	523	97757	98277	0.0	953.0	99.618	100	141119	523	1.0	0
39	NZ_LN868946.1	1	1688	98339	100026	0.0	3040.0	99.171	100	141119	1688	1.0	0
132_R	NZ_LN868946.1	2	104	100119	100221	1.41e-46	191.0	100.0	99	141119	104	0.9903846153846154	0
34	NZ_LN868946.1	1	4562	100312	104874	0.0	7705.0	97.151	99	141119	4563	0.999780845934692	0
77	NZ_LN868946.1	1	272	104876	105147	2.3699999999999998e-138	497.0	99.632	99	141119	273	0.9963369963369964	0
103	NZ_LN868946.1	1	152	105149	105300	6.120000000000001e-72	276.0	99.342	100	141119	152	1.0	0
